LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
X340,DOE,X,P.S. 340,,718-220-1830,25 West 195 St,10468,1,18,1012674,255963,macosta@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/10/x340,3,3,10X340,40.869007,-73.89749,7,11,409,2101862,2032470015,Van Cortlandt Village                                                      
KBGJ,NYCEEC,K,Mevakshei Hashem,,718-435-8900,550 Ocean Pkwy,11226,1,36,991727,170485,pschiff@mevakshai.org,7,,6,1,20KBGJ,40.63492,-73.972517,7,39,484,3127188,3053990032,Kensington-Ocean Parkway                                                   
M366,DOE,M,Washington Heights Academy,,212-304-3320,202 Sherman Ave,10034,1,54,1005984,254644,rmartin8@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/06/m366,3,3,06M366,40.8654,-73.921101,7,10,293,1081910,1022260041,Marble Hill-Inwood                                                         
RAHA,NYCEEC,R,Lemon Tree,,718-370-2292,341 Elvin St,10314,1,40,950549,158918,Lemontreedaycare@aol.com,5,,3,1,31RAHA,40.602737,-74.121562,7,50,18702,5020571,5007960001,New Springville-Bloomfield-Travis                                          
M375,DOE,M,Mosaic Preparatory Academy,,212-722-3109,141 East 111 St,10029,1,36,999640,229213,lcaesar@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/04/m375,3,3,04M375,40.79564,-73.94441,7,8,172,1081346,1016390003,East Harlem South                                                          
KBVR,NYCEEC,K,"United Methodist City Society, The",,718-435-6540,4419 7th Ave,11220,3,54,983514,174356,manguiano2@Yahoo.com,2,,7,2,15KBVR,40.645645,-74.002569,7,38,94,3011354,3007410001,Sunset Park East                                                           
R039,DOE,R,P.S. 039 Francis J Murphy Jr.,,718-447-4543,71 Sand Ln,10305,1,18,964769,157094,twright2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/31/r039,7,3,31R039,40.597679,-74.071529,7,50,2002,5045488,5030970014,Grasmere-Arrochar-Ft. Wadsworth                                            
MAUZ,NYCEEC,M,Bloomingdale Family Program 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-663-4067,125 West 109th St,10025,1,19,994554,231443,treyes@bloomingdalefamilyprogram.org,3,http://bloomingdalefamilyprogram.org,8,2,03MAUZ,40.801565,-73.962367,7,7,193,1079468,1018640009,Morningside Heights                                                        
KBRI,NYCEEC,K,Rainbow DCC,,718-377-2918,3846 Flatlands Ave,11234,1,20,1001586,165017,rainbowdaycarecenter@me.com,8,http://rainbowdaycarecenter.org,8,1,22KBRI,40.619733,-73.937662,7,45,648,3219249,3078580047,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
KAYS,NYCEEC,K,Hawthorne Corners DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-282-7200,1950 Bedford Ave,11225,1,15,996233,178733,cornersdcc@verizon.net,3,,6,1,17KAYS,40.65734,-73.956559,7,40,79601,3115676,3050450051,Prospect Lefferts Gardens-Wingate                                          
QACD,NYCEEC,Q,Incarnation School,,718-465-5066,8915 Francis Lewis Blvd,11427,1,36,1051423,201407,principal@incrc.org,7,,7,2,29QACD,40.719225,-73.758052,7,23,492,4225414,4105710001,Jamaica Estates-Holliswood                                                 
KCEG,NYCEEC,K,Imagine Dumbo - Adams,,718-522-2263,85 Adams St,11201,1,11,987478,194940,caroline@imagineelc.com,5,http://imagineelc.com,6,1,13KCEG,40.701816,-73.988596,7,33,21,3391222,3000527501,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
KCAP,NYCEEC,K,"Little Stars Daycare Center, Inc.",,718-673-3092,588 Brooklyn Ave,11203,1,18,999360,179703,littlestarsdayschool@gmail.com,5,http://littlestars-dayschool.com,9,3,17KCAP,40.659915,-73.94537,7,40,810,3106968,3048020031,Prospect Lefferts Gardens-Wingate                                          
Z079,DOE,Q,Pre - K Center At P.S. 315,,212-637-8000,43 - 18 97th Pl,11101,1,500,1021281,210921,pre-k@schools.nyc.gov,5,,9,3,24Z079,40.746009,-73.866357,7,21,409,,,North Corona                                                               
Q253,DOE,Q,P.S. 253,,718-327-0895,1307 Central Ave,11691,1,30,1053949,160637,jfougere@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/27/q253,3,3,27Q253,40.60729,-73.7494,7,31,103202,4297972,4155410001,Far Rockaway-Bayswater                                                     
K705,DOE,K,Brooklyn Arts And Science Elementary School,<P> <Strong>Note:</strong>  Students who are English Language Learners and/or are in the child welfare system will have priority for 20% of seats. If the applicant is in the child welfare system please contact the school directly.</P>,718-230-0851,443 St Marks Ave,11238,1,72,995436,185886,brooklynartselementary@gmail.com,2,http://schools.nyc.gov/schoolportals/17/k705,3,3,17K705,40.676774,-73.960058,7,35,305,3028281,3011480050,Crown Heights North                                                        
Q092,DOE,Q,P.S. 092 Harry T Stewart Sr.,,718-533-1013,99 - 01 34 Ave,11368,1,18,1020556,214742,pbaratt@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/30/q092,3,3,30Q092,40.755402,-73.869013,7,21,377,,,North Corona                                                               
X016,DOE,X,P.S. 016 Wakefield,,718-324-1262,4550 Carpenter Ave,10470,1,54,1024477,268049,ywillia5@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/11/x016,7,3,11X016,40.902205,-73.854829,7,11,414,2070894,2050760031,Woodlawn-Wakefield                                                         
KAVQ,NYCEEC,K,Hebrew Educational Society,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-241-3000,9502 Seaview Ave,11236,1,63,1014511,169772,Alessandra@thehes.org,3,http://thehes.org,3,1,18KAVQ,40.632808,-73.89122,7,46,1028,3235056,3083180008,Canarsie                                                                   
QBEC,NYCEEC,Q,Emilia's Kids,,718-899-9060,8403 57 Ave,11373,2,50,1017677,205408,yomi@emiliaskids.com,7,http://emiliaskids.com,2,1,24QBEC,40.730293,-73.879313,7,25,499,4065811,4028940047,Elmhurst                                                                   
KATR,NYCEEC,K,Warbasse Nursery School,,718-266-5585,2785 West 5th St,11224,1,16,992605,150820,lauraok@warbassenurseryschool.com,5,http://warbassenurseryschool.com,7,1,21KATR,40.5804,-73.971636,7,47,35601,3320736,3072530001,West Brighton                                                              
QAYD,NYCEEC,Q,"South Jamaica Center For Children And Parents, Inc.",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-523-6455,94 - 43 160th St,11433,1,48,1040547,195093,acanteysjc@aol.com,3,,1,1,28QAYD,40.702359,-73.798125,7,27,246,4439752,4101030016,Jamaica                                                                    
Q205,DOE,Q,P.S. 205 Alexander Graham Bell,,718-464-5773,75 - 25 Bell Blvd,11364,1,36,1051729,208208,kpiazza2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/26/q205,2,3,26Q205,40.738527,-73.75721,7,23,129103,,,Oakland Gardens                                                            
K099,DOE,K,P.S. 099 Isaac Asimov,,718-338-9201,1120 East 10 St,11230,1,36,993722,165704,gpirrag@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/21/k099,1,3,21K099,40.621565,-73.965595,7,44,454,3171478,3065350011,Ocean Parkway South                                                        
K054,DOE,K,P.S. 054 Samuel C Barnes,,718-834-6752,195 Sanford St,11205,1,46,997373,191615,lkhan@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k054,3,3,13K054,40.693018,-73.953034,7,33,241,3049020,3017650015,Bedford                                                                    
R046,DOE,R,P.S. 046 Albert V Maniscalco,,718-987-5155,41 Reid Ave,10305,1,18,961867,155715,amaffeo@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/31/r046,3,3,31R046,40.59377,-74.08058,7,50,64,5047613,5032430001,Grasmere-Arrochar-Ft. Wadsworth                                            
KBEB,NYCEEC,K,New Life CDC 4,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-366-1668,1307 Greene Ave,11237,1,74,1006606,193748,lilibeth_1307@hotmail.com,3,,2,1,32KBEB,40.698371,-73.919235,7,37,431,3319570,3032870021,Bushwick North                                                             
QBHP,NYCEEC,Q,Happy Maryann Day School,,718-886-8266,132 - 18 41st Ave,11355,1,51,1030492,214882,happymaryanndayschool@gmail.com,3,http://happymaryann.com,3,1,25QBHP,40.756607,-73.833053,7,20,871,,,Flushing                                                                   
KBON,NYCEEC,K,The Children's Center @ SUNY Brooklyn,,718-221-6160,440 Lenox Rd,11203,1,16,999615,177570,maryann.moran@downstate.edu,5,,9,3,18KBON,40.6545,-73.944495,7,40,816,3108105,3048560012,East Flatbush-Farragut                                                     
R029,DOE,R,P.S. 029 Bardwell,,718-556-4400,1581 Victory Blvd,10314,1,18,951976,162938,lmanfredi@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/31/r029,3,3,31R029,40.613604,-74.115988,7,50,147,5009028,5003310001,Westerleigh                                                                
X335,DOE,X,The Academy Of The Arts,,718-860-3401,888 Rev J A Polite Ave,10459,1,18,1012294,238107,fmejia@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/08/x335,1,3,08X335,40.820403,-73.898912,7,17,87,2005348,2026960085,Longwood                                                                   
X025,DOE,X,P.S. 025 Bilingual School,,718-292-2995,811 East 149 St,10455,1,36,1010315,235403,ctoledo@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/07/x025,3,3,07X025,40.812619,-73.906063,7,8,79,2004772,2026640001,Melrose South-Mott Haven North                                             
K124,DOE,K,P.S. 124 Silas B Dutcher,,718-788-0246,515 4 Ave,11215,1,36,986830,182462,aburrell2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/15/k124,3,3,15K124,40.667545,-73.991046,7,39,141,3023391,3010340001,Park Slope-Gowanus                                                         
X458,DOE,X,Samara Community School,,718-935-3448,1550 Vyse Ave,10460,1,36,1015449,243177,info@samaracommunityschool.org,3,http://samaracommunityschool.org,3,3,12X458,40.834157,-73.887512,7,17,157,2010786,2029960010,Crotona Park East                                                          
QAKQ,NYCEEC,Q,Denizko DCC,,718-426-0123,51 - 07 69th St,11377,1,13,1013141,207040,one23stepahead@gmail.com,3,,7,1,24QAKQ,40.735206,-73.896029,7,30,243,,,Elmhurst-Maspeth                                                           
K106,DOE,K,P.S. 106 Edward Everett Hale,,718-574-0261,1328 Putnam Ave,11221,1,36,1008466,192021,rflores@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/32/k106,3,3,32K106,40.693879,-73.913056,7,37,435,3077286,3033770001,Bushwick North                                                             
X204,DOE,X,P.S. 204 Morris Heights,,718-960-9520,1780 Dr Martin Luther King Jr Blvd,10453,1,36,1007729,248989,ablatte2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/09/x204,3,3,09X204,40.850235,-73.915769,7,14,21502,2008470,2028660105,University Heights-Morris Heights                                          
QBDC,NYCEEC,Q,SCO Corona Early Childhood Education Center,,718-779-1660,33 - 27 97th St,11368,1,54,1020006,214786,chill@sco.org,5,,9,3,30QBDC,40.756741,-73.871281,7,21,375,,,North Corona                                                               
QANS,NYCEEC,Q,"A To Z Center Too, Inc.",,718-740-8400,220 - 24 Jamaica Ave,11428,1,130,1058114,201386,ATOZTOO@YAHOO.COM,3,http://atozcentertoo.com,3,1,29QANS,40.719032,-73.734175,7,27,568,4231220,4107890264,Queens Village                                                             
KBDA,NYCEEC,K,Urban Strategies 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-235-6151,1091 Sutter Ave,11208,1,119,1018065,184170,usheadstart1@aol.com,3,,7,2,19KBDA,40.671892,-73.878197,7,42,1194,3089620,3040390001,East New York                                                              
KBRA,NYCEEC,K,Bushwick United HDFC 7,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-443-0134,600 Hart St,11221,1,55,1004161,193357,JUANC@BUSHWICKUNITED.ORG,3,http://bushwickunited.org,4,1,32KBRA,40.69752,-73.928281,7,34,423,3073394,3032270010,Bushwick South                                                             
KBYQ,NYCEEC,K,Bumble Bees R Us 8,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-676-0080,5721 6th Ave,11220,1,19,980791,172187,info@bumblebeesrus.com,2,http://bumblebeesrus.com,7,1,20KBYQ,40.639688,-74.012355,7,38,102,3015780,3008490001,Sunset Park East                                                           
RAFG,NYCEEC,R,Friends Preschool,,718-984-5194,610 Bloomingdale Rd,10309,1,14,923662,136212,friendspreschool@verizon.net,5,,9,3,31RAFG,40.540436,-74.217716,7,51,226,5086672,5070910001,Charleston-Richmond Valley-Tottenville                                     
KBQU,NYCEEC,K,Keshet Learning Center,,718-376-6958,1612 Quentin Rd,11229,1,18,996250,160871,Queenpa18@aol.com,3,,8,1,22KBQU,40.608382,-73.957034,7,48,552,3183039,3067990005,Madison                                                                    
K599,DOE,K,Brooklyn Landmark Elementary School,,718-443-2747,251 Mcdougal St,11233,1,36,1009065,187213,bklandmark@gmail.com,3,http://schools.nyc.gov/schoolportals/23/k599,3,3,23K599,40.680318,-73.910644,7,37,369,3041561,3015280001,Ocean Hill                                                                 
MANY,NYCEEC,M,YM & YWHA Of Washington Heights And Inwood,,212-569-6200,54 Nagle Ave,10040,3,66,1003763,252645,jgoldenbach@ywashhts.org,5,,9,3,06MANY,40.859993,-73.929129,7,10,285,1064146,1021720064,Washington Heights North                                                   
XAIN,NYCEEC,X,Highbridge Advisory Council DCC ( Nelson Avenue ),<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-681-5216,1181 Nelson Ave,10452,1,72,1004754,244325,afortes@hacfs.com,7,http://hacfs.org,8,2,09XAIN,40.837232,-73.925706,7,16,199,2003301,2025160051,Highbridge                                                                 
K298,DOE,K,P.S. 298 Dr. Betty Shabazz,,718-495-7793,85 Watkins St,11212,1,46,1009797,183759,jdill2@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/23/k298,3,3,23K298,40.670986,-73.908194,7,37,906,3080768,3035070007,Brownsville                                                                
RAFZ,NYCEEC,R,College Of Staten Island - The Children's Center,,718-982-3190,2800 Victory Blvd,10314,1,20,941705,160839,childrenscenter@csi.cuny.edu,3,http://csi.cuny.edu,3,1,31RAFZ,40.608853,-74.153335,7,50,27301,5000000,5020400001,New Springville-Bloomfield-Travis                                          
KBUA,NYCEEC,K,BCS Atlantic Avenue ELC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-296-4980,1825 Atlantic Ave,11233,1,18,1004969,186076,msurrency@wearebcs.org,3,http://wearebcs.org,3,2,16KBUA,40.677155,-73.925639,7,36,299,3397596,3017107501,Crown Heights North                                                        
KBIZ,NYCEEC,K,Shalva UPK I,,718-438-0060,1363 50 St,11219,1,60,986780,170117,YYS@BobovSchool.com,5,,9,3,20KBIZ,40.633685,-73.991389,7,44,236,3137765,3056420048,Borough Park                                                               
QAMN,NYCEEC,Q,"Richmond Hill Day Care, Inc.",,718-441-8191,11524 Myrtle Ave,11418,1,20,1030274,194385,richhilldc@gmail.com,1,,7,1,27QAMN,40.700303,-73.834532,7,29,132,4192718,4092290008,Richmond Hill                                                              
